Kingdom,Phylum,Class,Order,Family,Genus,Sample_name,OBER.Mn.JE1,OBER.Mn.JE2,OBER.Mn.JE3,OBER.Mn.JE4,OBER.Mn.JO1,OBER.Mn.JO2,OBER.Mn.SE1,OBER.Mn.SE2,OBER.Mn.SE5,OBER.Mn.SE6,OBER.Mn.SO1
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Sept_B1,0,0,0,0,0,0,1.68,1.83,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Genus of Pirellulaceae,Jan_B1,1.97,1.47,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Sept_IB,0,0,0,0,0,0,0,0,0,0,3.38
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Jan_B2,0,0,1.76,1.62,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of Vicinamibacterales,Jan_IB,0,0,0,0,1.75,1.63,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Genus of Gallionellaceae,Jan_IB,0,0,0,0,1.71,1.65,0,0,0,0,0
d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Sept_B2,0,0,0,0,0,0,0,0,1.67,1.67,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Genus of Oxalobacteraceae,Sept_B1,0,0,0,0,0,0,2.04,1.22,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Jan_B1,1.88,1.38,0,0,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of Vicinamibacterales,Jan_B2,0,0,1.55,1.68,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Jan_B2,0,0,1.68,1.5,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,Amb-16S-1323,Jan_B2,0,0,1.47,1.65,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,Amb-16S-1323,Jan_B1,1.53,1.58,0,0,0,0,0,0,0,0,0
d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Jan_B1,1.7,1.38,0,0,0,0,0,0,0,0,0
d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Jan_B2,0,0,1.42,1.55,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of Rhizobiales,Sept_B1,0,0,0,0,0,0,1.55,1.38,0,0,0
d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Jan_B1,1.38,1.53,0,0,0,0,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Genus of Pirellulaceae,Sept_B1,0,0,0,0,0,0,1.01,1.88,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of Sphingomonadaceae,Jan_IB,0,0,0,0,1.42,1.43,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,Jan_IB,0,0,0,0,1.47,1.36,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Jan_IB,0,0,0,0,1.49,1.31,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,Amb-16S-1323,Sept_B1,0,0,0,0,0,0,1.19,1.56,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Jan_B2,0,0,1.26,1.44,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Jan_B1,1.25,1.42,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Sept_B2,0,0,0,0,0,0,0,0,1.34,1.3,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Genus of Rhodobacteraceae,Jan_B2,0,0,1.37,1.24,0,0,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Genus of Pirellulaceae,Sept_B2,0,0,0,0,0,0,0,0,1.39,1.22,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Genus of Oxalobacteraceae,Sept_B2,0,0,0,0,0,0,0,0,1.36,1.2,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Jan_IB,0,0,0,0,1.25,1.28,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Genus of Rhodobacteraceae,Jan_B1,1.2,1.31,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of Rhizobiales,Sept_B2,0,0,0,0,0,0,0,0,1.31,1.2,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Sept_B1,0,0,0,0,0,0,0.97,1.53,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Genus of Rubinisphaeraceae,Jan_IB,0,0,0,0,1.22,1.27,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.47
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.45
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of Sphingomonadaceae,Sept_B1,0,0,0,0,0,0,1.09,1.36,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Candidatus_Accumulibacter,Sept_B1,0,0,0,0,0,0,1.5,0.91,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Genus of Rhizobiaceae,Jan_B2,0,0,1.28,1.12,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Jan_IB,0,0,0,0,1.24,1.16,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of Planctomycetales,Jan_B2,0,0,1.13,1.26,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Sept_B2,0,0,0,0,0,0,0,0,1.18,1.17,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.34
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,Jan_IB,0,0,0,0,1.22,1.11,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Sept_B1,0,0,0,0,0,0,0.82,1.5,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of Vicinamibacterales,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.28
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Jan_IB,0,0,0,0,1.21,1.06,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of Planctomycetales,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.23
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of Rhizobiales_Incertae_Sedis,Sept_B2,0,0,0,0,0,0,0,0,1.14,1.06,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Jan_B1,1.03,1.15,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Genus of Microscillaceae,Sept_B1,0,0,0,0,0,0,1.28,0.9,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Jan_IB,0,0,0,0,1.04,1.13,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Sept_B1,0,0,0,0,0,0,0.78,1.37,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of Rhizobiales_Incertae_Sedis,Jan_B1,1.08,1.06,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,Sept_B2,0,0,0,0,0,0,0,0,1.05,1.09,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Genus of Rhizobiaceae,Jan_B1,1.07,1.06,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of Rhizobiales_Incertae_Sedis,Jan_B2,0,0,1.09,1.03,0,0,0,0,0,0,0
d__Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Sept_B2,0,0,0,0,0,0,0,0,0.4,1.71,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Jan_IB,0,0,0,0,1.11,0.99,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.1
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,Jan_B2,0,0,1.11,0.96,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,Jan_IB,0,0,0,0,1.06,0.98,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of Rhizobiales,Jan_B1,1.01,1.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,Jan_IB,0,0,0,0,0.99,1.01,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Sept_B2,0,0,0,0,0,0,0,0,1.05,0.92,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,Sept_B1,0,0,0,0,0,0,0.93,1.03,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of Sphingomonadaceae,Sept_B2,0,0,0,0,0,0,0,0,1.05,0.91,0
d__Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Sept_B2,0,0,0,0,0,0,0,0,0.3,1.65,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of Planctomycetales,Jan_B1,0.98,0.96,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Jan_IB,0,0,0,0,0.96,0.98,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Jan_IB,0,0,0,0,1.02,0.89,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,Sept_B1,0,0,0,0,0,0,0.74,1.18,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Jan_IB,0,0,0,0,0.98,0.93,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Genus of Oxalobacteraceae,Jan_IB,0,0,0,0,0.94,0.96,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Jan_IB,0,0,0,0,1.02,0.87,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of Rhizobiales_Incertae_Sedis,Sept_B1,0,0,0,0,0,0,1.04,0.85,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus,Sept_B2,0,0,0,0,0,0,0,0,0.86,1,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,Jan_B2,0,0,1.12,0.71,0,0,0,0,0,0,0
d__Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Genus of Caldilineaceae,Sept_B2,0,0,0,0,0,0,0,0,0.97,0.86,0
d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,Jan_B1,0.44,1.38,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Sept_B1,0,0,0,0,0,0,0.94,0.88,0,0,0
d__Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae,Jan_IB,0,0,0,0,0.91,0.9,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.79
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus,Sept_B1,0,0,0,0,0,0,0.6,1.18,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,Sept_B1,0,0,0,0,0,0,0.97,0.82,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Sept_B2,0,0,0,0,0,0,0,0,0.94,0.8,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Jan_B2,0,0,0.67,1.07,0,0,0,0,0,0,0
d__Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Jan_IB,0,0,0,0,0.92,0.8,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.72
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Jan_IB,0,0,0,0,0.8,0.89,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Jan_IB,0,0,0,0,0.82,0.87,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Jan_B2,0,0,0.95,0.73,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Jan_IB,0,0,0,0,0.75,0.88,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of Sphingomonadaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.63
d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Sept_B1,0,0,0,0,0,0,0.56,1.07,0,0,0
d__Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Jan_B2,0,0,0.38,1.25,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,Sept_B1,0,0,0,0,0,0,0.54,1.08,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Genus of Rhodobacteraceae,Sept_B2,0,0,0,0,0,0,0,0,0.79,0.83,0
d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,Jan_IB,0,0,0,0,0.77,0.85,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,Amb-16S-1323,Sept_B2,0,0,0,0,0,0,0,0,0.79,0.81,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Jan_B1,0.83,0.75,0,0,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Family of Gaiellales,Genus of Gaiellales,Jan_B1,0.74,0.81,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,Jan_IB,0,0,0,0,0.74,0.78,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,Jan_B2,0,0,0.57,0.93,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Candidatus_Accumulibacter,Sept_B2,0,0,0,0,0,0,0,0,0.88,0.61,0
d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,Sept_B1,0,0,0,0,0,0,0.98,0.5,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Jan_B2,0,0,0.86,0.63,0,0,0,0,0,0,0
d__Bacteria,Desulfobacterota,Class of Desulfobacterota,Order of Desulfobacterota,Family of Desulfobacterota,Genus of Desulfobacterota,Sept_B1,0,0,0,0,0,0,0.52,0.97,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Sept_B1,0,0,0,0,0,0,0.45,1.03,0,0,0
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,Sept_B1,0,0,0,0,0,0,0.87,0.59,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Jan_B2,0,0,0.76,0.69,0,0,0,0,0,0,0
d__Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Jan_B2,0,0,0.28,1.16,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,Sept_B2,0,0,0,0,0,0,0,0,0.71,0.72,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of Rhizobiales,Jan_B2,0,0,0.84,0.59,0,0,0,0,0,0,0
d__Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,Sept_B1,0,0,0,0,0,0,0.45,0.97,0,0,0
d__Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae,Sept_B1,0,0,0,0,0,0,0.62,0.8,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.39
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Jan_IB,0,0,0,0,0.55,0.84,0,0,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Jan_B1,0.72,0.66,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Genus of Chitinophagaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.37
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Genus of Xanthobacteraceae,Sept_B2,0,0,0,0,0,0,0,0,0.6,0.77,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Genus of Xanthomonadaceae,Jan_IB,0,0,0,0,0.71,0.65,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.36
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Jan_B2,0,0,0.88,0.48,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,Jan_B1,0.61,0.74,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Jan_B1,0.62,0.72,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Sept_B2,0,0,0,0,0,0,0,0,0.71,0.63,0
d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Genus of Sphingobacteriaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.33
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.33
d__Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,Sept_B2,0,0,0,0,0,0,0,0,0.7,0.61,0
d__Bacteria,Desulfobacterota,Class of Desulfobacterota,Order of Desulfobacterota,Family of Desulfobacterota,Genus of Desulfobacterota,Sept_B2,0,0,0,0,0,0,0,0,0.69,0.62,0
d__Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,Jan_IB,0,0,0,0,0.66,0.65,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Sept_B2,0,0,0,0,0,0,0,0,0.74,0.55,0
d__Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Family of Gaiellales,Genus of Gaiellales,Jan_B2,0,0,0.67,0.62,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Order of Alphaproteobacteria,Family of Alphaproteobacteria,Genus of Alphaproteobacteria,Jan_B2,0,0,0.7,0.58,0,0,0,0,0,0,0
d__Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Jan_B2,0,0,0.67,0.61,0,0,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Jan_B1,0.7,0.58,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,Jan_IB,0,0,0,0,0.63,0.64,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Genus of Xanthobacteraceae,Sept_B1,0,0,0,0,0,0,0.53,0.74,0,0,0
d__Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Family of Gaiellales,Genus of Gaiellales,Sept_B1,0,0,0,0,0,0,0.46,0.8,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,Sept_B2,0,0,0,0,0,0,0,0,0.71,0.55,0
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV114,Jan_IB,0,0,0,0,0.62,0.63,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Order of Alphaproteobacteria,Family of Alphaproteobacteria,Genus of Alphaproteobacteria,Jan_B1,0.61,0.62,0,0,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,Jan_B2,0,0,0.6,0.63,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Sept_B2,0,0,0,0,0,0,0,0,0.61,0.61,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Genus of Rhodobacteraceae,Sept_B1,0,0,0,0,0,0,0.77,0.44,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Sept_B2,0,0,0,0,0,0,0,0,0.24,0.98,0
d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Sept_B2,0,0,0,0,0,0,0,0,0.6,0.61,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Genus of Reyranellaceae,Jan_B2,0,0,0.7,0.5,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Genus of Oxalobacteraceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.18
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.18
d__Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.16
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Genus of Rhizobiaceae,Sept_B2,0,0,0,0,0,0,0,0,0.61,0.54,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Jan_B1,0.52,0.63,0,0,0,0,0,0,0,0,0
d__Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Jan_B1,0.65,0.47,0,0,0,0,0,0,0,0,0
d__Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,Sept_B1,0,0,0,0,0,0,0.72,0.4,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Jan_B2,0,0,0.61,0.52,0,0,0,0,0,0,0
d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Genus of Verrucomicrobiaceae,Jan_IB,0,0,0,0,0.61,0.51,0,0,0,0,0
