Kingdom,Phylum,Class,Order,Family,Genus,Sample_name,OBER.Mn.JE1,OBER.Mn.JE2,OBER.Mn.JE3,OBER.Mn.JE4,OBER.Mn.JO1,OBER.Mn.JO2,OBER.Mn.SE1,OBER.Mn.SE2,OBER.Mn.SE5,OBER.Mn.SE6,OBER.Mn.SO1
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Genus of Comamonadaceae,Sept_B2,0,0,0,0,0,0,0,0,13.68,12.55,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Jan_IB,0,0,0,0,9.96,11.03,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Genus of Comamonadaceae,Jan_B1,10.09,10.18,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Genus of Comamonadaceae,Sept_B1,0,0,0,0,0,0,11.79,7.88,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Genus of Comamonadaceae,Jan_B2,0,0,9.55,9.34,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Jan_B1,8.66,9.18,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Jan_B1,7.72,8.01,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Jan_B2,0,0,7.47,8.23,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Jan_IB,0,0,0,0,6.61,6.72,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Jan_B2,0,0,6.1,5.56,0,0,0,0,0,0,0
d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Jan_IB,0,0,0,0,5.91,5.34,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Jan_IB,0,0,0,0,4.97,5.11,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Jan_IB,0,0,0,0,4.31,4.78,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Sept_B2,0,0,0,0,0,0,0,0,4.44,4.36,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Jan_B1,4.28,4.49,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Sept_B2,0,0,0,0,0,0,0,0,4.63,3.97,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Jan_B2,0,0,3.95,4.55,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Sept_B1,0,0,0,0,0,0,3.67,4.13,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Genus of Saprospiraceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,7.74
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Sept_B1,0,0,0,0,0,0,3.51,4.12,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,Jan_B2,0,0,4.5,3.11,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Sept_B2,0,0,0,0,0,0,0,0,4.07,3.48,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,Jan_B1,3.75,3.73,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,Jan_B1,3.94,3.41,0,0,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Genus of Blastocatellaceae,Jan_IB,0,0,0,0,3.55,3.69,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Sept_B1,0,0,0,0,0,0,4.37,2.71,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Jan_B2,0,0,3.17,3.91,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Jan_B1,3.42,3.29,0,0,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Genus of Blastocatellaceae,Sept_B2,0,0,0,0,0,0,0,0,3.68,2.91,0
d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Sept_B1,0,0,0,0,0,0,3.42,2.68,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,Jan_B2,0,0,3.33,2.46,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Sept_B2,0,0,0,0,0,0,0,0,2.91,2.8,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,Sept_B1,0,0,0,0,0,0,3.19,2.41,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Sept_B2,0,0,0,0,0,0,0,0,2.64,2.66,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,Sept_B1,0,0,0,0,0,0,1.92,3.37,0,0,0
d__Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Genus of Blastocatellaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,5.19
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,Jan_B1,2.8,2.36,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Genus of Saprospiraceae,Jan_IB,0,0,0,0,2.42,2.57,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Sept_IB,0,0,0,0,0,0,0,0,0,0,4.89
d__Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Genus of Blastocatellaceae,Jan_B1,2.5,2.33,0,0,0,0,0,0,0,0,0
d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Sept_IB,0,0,0,0,0,0,0,0,0,0,4.81
d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Sept_B1,0,0,0,0,0,0,0.83,3.98,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Genus of Comamonadaceae,Jan_IB,0,0,0,0,2.54,2.2,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of Planctomycetales,Sept_B2,0,0,0,0,0,0,0,0,2.56,2.12,0
d__Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Genus of Blastocatellaceae,Jan_B2,0,0,2.1,2.46,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Sept_B1,0,0,0,0,0,0,2.58,1.93,0,0,0
d__Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Genus of Blastocatellaceae,Sept_B1,0,0,0,0,0,0,2.21,2.28,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Sept_B1,0,0,0,0,0,0,1.65,2.8,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Genus of Xanthobacteraceae,Jan_B2,0,0,2.1,2.35,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Sept_IB,0,0,0,0,0,0,0,0,0,0,4.37
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Genus of Chitinophagaceae,Jan_IB,0,0,0,0,2.02,2.33,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,Sept_B2,0,0,0,0,0,0,0,0,2.24,2.1,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,Sept_B2,0,0,0,0,0,0,0,0,2.06,2.23,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Genus of Xanthobacteraceae,Jan_B1,2.12,2.06,0,0,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of Vicinamibacterales,Sept_B1,0,0,0,0,0,0,1.47,2.64,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of Planctomycetales,Sept_B1,0,0,0,0,0,0,2.03,2.07,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Sept_B1,0,0,0,0,0,0,2.61,1.36,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Genus of Comamonadaceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,3.94
d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Jan_B2,0,0,3.45,0.41,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of Vicinamibacterales,Sept_B2,0,0,0,0,0,0,0,0,1.91,1.79,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Sept_B2,0,0,0,0,0,0,0,0,1.89,1.67,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Genus of Pirellulaceae,Jan_B2,0,0,1.89,1.65,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Sept_B2,0,0,0,0,0,0,0,0,1.69,1.82,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of Planctomycetales,Jan_IB,0,0,0,0,1.72,1.78,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of Vicinamibacterales,Jan_B1,1.69,1.73,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Sept_B1,0,0,0,0,0,0,1.56,1.7,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Genus of Pirellulaceae,Jan_B1,1.84,1.38,0,0,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of Vicinamibacterales,Jan_IB,0,0,0,0,1.63,1.52,0,0,0,0,0
d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Sept_B2,0,0,0,0,0,0,0,0,1.57,1.57,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Jan_B2,0,0,1.63,1.51,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Genus of Gallionellaceae,Jan_IB,0,0,0,0,1.59,1.54,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Sept_IB,0,0,0,0,0,0,0,0,0,0,3.11
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Jan_B1,1.76,1.29,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Genus of Oxalobacteraceae,Sept_B1,0,0,0,0,0,0,1.89,1.14,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of Vicinamibacterales,Jan_B2,0,0,1.43,1.56,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Jan_B2,0,0,1.56,1.39,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,Amb-16S-1323,Jan_B1,1.43,1.48,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,Amb-16S-1323,Jan_B2,0,0,1.36,1.54,0,0,0,0,0,0,0
d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Jan_B1,1.59,1.3,0,0,0,0,0,0,0,0,0
d__Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Jan_B2,0,0,1.31,1.44,0,0,0,0,0,0,0
d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Jan_B1,1.29,1.44,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of Rhizobiales,Sept_B1,0,0,0,0,0,0,1.43,1.29,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Genus of Pirellulaceae,Sept_B1,0,0,0,0,0,0,0.94,1.76,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of Sphingomonadaceae,Jan_IB,0,0,0,0,1.33,1.33,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,Jan_IB,0,0,0,0,1.38,1.27,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Jan_IB,0,0,0,0,1.39,1.22,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,Amb-16S-1323,Sept_B1,0,0,0,0,0,0,1.1,1.46,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Jan_B2,0,0,1.17,1.34,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Jan_B1,1.17,1.33,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Sept_B2,0,0,0,0,0,0,0,0,1.26,1.23,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Genus of Pirellulaceae,Sept_B2,0,0,0,0,0,0,0,0,1.3,1.15,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Genus of Rhodobacteraceae,Jan_B2,0,0,1.27,1.15,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Genus of Oxalobacteraceae,Sept_B2,0,0,0,0,0,0,0,0,1.28,1.13,0
d__Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Jan_IB,0,0,0,0,1.17,1.19,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of Rhizobiales,Sept_B2,0,0,0,0,0,0,0,0,1.23,1.13,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Genus of Rhodobacteraceae,Jan_B1,1.13,1.23,0,0,0,0,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Sept_B1,0,0,0,0,0,0,0.9,1.43,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Genus of Rubinisphaeraceae,Jan_IB,0,0,0,0,1.14,1.18,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.27
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of Sphingomonadaceae,Sept_B1,0,0,0,0,0,0,1.01,1.27,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.25
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Candidatus_Accumulibacter,Sept_B1,0,0,0,0,0,0,1.39,0.85,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Jan_IB,0,0,0,0,1.16,1.08,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Genus of Rhizobiaceae,Jan_B2,0,0,1.19,1.04,0,0,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of Planctomycetales,Jan_B2,0,0,1.04,1.17,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Sept_B2,0,0,0,0,0,0,0,0,1.11,1.1,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,Jan_IB,0,0,0,0,1.14,1.03,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Sept_B1,0,0,0,0,0,0,0.76,1.4,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.15
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Jan_IB,0,0,0,0,1.13,0.99,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of Vicinamibacterales,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.09
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of Rhizobiales_Incertae_Sedis,Sept_B2,0,0,0,0,0,0,0,0,1.07,1,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of Planctomycetales,Sept_IB,0,0,0,0,0,0,0,0,0,0,2.05
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Jan_B1,0.97,1.08,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Genus of Microscillaceae,Sept_B1,0,0,0,0,0,0,1.19,0.84,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of Gemmataceae,Jan_IB,0,0,0,0,0.97,1.05,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,Sept_B2,0,0,0,0,0,0,0,0,0.99,1.02,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of Rhizobiales_Incertae_Sedis,Jan_B1,1.01,0.99,0,0,0,0,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Sept_B1,0,0,0,0,0,0,0.72,1.28,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Genus of Rhizobiaceae,Jan_B1,1,0.99,0,0,0,0,0,0,0,0,0
d__Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Sept_B2,0,0,0,0,0,0,0,0,0.37,1.61,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of Rhizobiales_Incertae_Sedis,Jan_B2,0,0,1.01,0.95,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Jan_IB,0,0,0,0,1.03,0.92,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.93
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,Jan_B2,0,0,1.03,0.89,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,Jan_IB,0,0,0,0,0.99,0.91,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of Rhizobiales,Jan_B1,0.94,0.95,0,0,0,0,0,0,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,Jan_IB,0,0,0,0,0.93,0.94,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Sept_B2,0,0,0,0,0,0,0,0,0.99,0.86,0
d__Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Sept_B2,0,0,0,0,0,0,0,0,0.29,1.56,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of Sphingomonadaceae,Sept_B2,0,0,0,0,0,0,0,0,0.98,0.86,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,Sept_B1,0,0,0,0,0,0,0.86,0.96,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of Planctomycetales,Jan_B1,0.92,0.9,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Jan_IB,0,0,0,0,0.89,0.91,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Jan_IB,0,0,0,0,0.96,0.83,0,0,0,0,0
d__Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,Sept_B1,0,0,0,0,0,0,0.68,1.1,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Jan_IB,0,0,0,0,0.91,0.86,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Genus of Oxalobacteraceae,Jan_IB,0,0,0,0,0.88,0.89,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Jan_IB,0,0,0,0,0.96,0.81,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of Rhizobiales_Incertae_Sedis,Sept_B1,0,0,0,0,0,0,0.96,0.79,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus,Sept_B2,0,0,0,0,0,0,0,0,0.8,0.95,0
d__Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Genus of Caldilineaceae,Sept_B2,0,0,0,0,0,0,0,0,0.91,0.81,0
d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,Jan_B1,0.42,1.29,0,0,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,Jan_B2,0,0,1.03,0.66,0,0,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Sept_B1,0,0,0,0,0,0,0.88,0.82,0,0,0
d__Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae,Jan_IB,0,0,0,0,0.85,0.84,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus,Sept_B1,0,0,0,0,0,0,0.56,1.1,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,Sept_B1,0,0,0,0,0,0,0.9,0.76,0,0,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.65
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Sept_B2,0,0,0,0,0,0,0,0,0.88,0.76,0
d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Jan_B2,0,0,0.62,0.99,0,0,0,0,0,0,0
d__Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Jan_IB,0,0,0,0,0.86,0.75,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Sept_IB,0,0,0,0,0,0,0,0,0,0,1.58
d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Jan_IB,0,0,0,0,0.74,0.83,0,0,0,0,0
d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Jan_IB,0,0,0,0,0.77,0.81,0,0,0,0,0
d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Jan_B2,0,0,0.88,0.67,0,0,0,0,0,0,0
d__Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Jan_IB,0,0,0,0,0.71,0.82,0,0,0,0,0
d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Genus of Rhodobacteraceae,Sept_B2,0,0,0,0,0,0,0,0,0.74,0.78,0
